"","gs_cat","gs_subcat","gs_name","gene_symbol","entrez_gene","ensembl_gene","human_gene_symbol","human_entrez_gene","human_ensembl_gene","gs_id","gs_pmid","gs_geoid","gs_exact_source","gs_url","gs_description"
"6284","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","LRPPRC",10128,"ENSG00000138095","LRPPRC",10128,"ENSG00000138095","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6285","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MAOB",4129,"ENSG00000069535","MAOB",4129,"ENSG00000069535","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6286","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MDH1",4190,"ENSG00000014641","MDH1",4190,"ENSG00000014641","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6287","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MDH2",4191,"ENSG00000146701","MDH2",4191,"ENSG00000146701","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6288","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MFN2",9927,"ENSG00000116688","MFN2",9927,"ENSG00000116688","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6289","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MGST3",4259,"ENSG00000143198","MGST3",4259,"ENSG00000143198","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6290","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MPC1",51660,"ENSG00000060762","MPC1",51660,"ENSG00000060762","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6291","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPL11",65003,"ENSG00000174547","MRPL11",65003,"ENSG00000174547","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6292","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPL15",29088,"ENSG00000137547","MRPL15",29088,"ENSG00000137547","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6293","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPL34",64981,"ENSG00000130312","MRPL34",64981,"ENSG00000130312","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6294","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPL35",51318,"ENSG00000132313","MRPL35",51318,"ENSG00000132313","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6295","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPS11",64963,"ENSG00000181991","MRPS11",64963,"ENSG00000181991","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6296","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPS12",6183,"ENSG00000128626","MRPS12",6183,"ENSG00000128626","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6297","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPS12",6183,"ENSG00000283018","MRPS12",6183,"ENSG00000283018","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6298","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPS15",64960,"ENSG00000116898","MRPS15",64960,"ENSG00000116898","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6299","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPS22",56945,"ENSG00000175110","MRPS22",56945,"ENSG00000175110","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6300","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MRPS30",10884,"ENSG00000112996","MRPS30",10884,"ENSG00000112996","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6301","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MTRF1",9617,"ENSG00000120662","MTRF1",9617,"ENSG00000120662","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6302","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MTRR",4552,"ENSG00000124275","MTRR",4552,"ENSG00000124275","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6303","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","MTX2",10651,"ENSG00000128654","MTX2",10651,"ENSG00000128654","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6304","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA1",4694,"ENSG00000125356","NDUFA1",4694,"ENSG00000125356","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6305","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA2",4695,"ENSG00000131495","NDUFA2",4695,"ENSG00000131495","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6306","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000170906","NDUFA3",4696,"ENSG00000170906","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6307","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000273642","NDUFA3",4696,"ENSG00000273642","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6308","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000274359","NDUFA3",4696,"ENSG00000274359","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6309","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000275605","NDUFA3",4696,"ENSG00000275605","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6310","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000275724","NDUFA3",4696,"ENSG00000275724","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6311","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000276061","NDUFA3",4696,"ENSG00000276061","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6312","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000276220","NDUFA3",4696,"ENSG00000276220","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6313","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000276766","NDUFA3",4696,"ENSG00000276766","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6314","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000277722","NDUFA3",4696,"ENSG00000277722","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6315","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA3",4696,"ENSG00000278365","NDUFA3",4696,"ENSG00000278365","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6316","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA4",4697,"ENSG00000189043","NDUFA4",4697,"ENSG00000189043","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6317","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA5",4698,"ENSG00000128609","NDUFA5",4698,"ENSG00000128609","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6318","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA6",4700,"ENSG00000184983","NDUFA6",4700,"ENSG00000184983","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6319","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA6",4700,"ENSG00000272765","NDUFA6",4700,"ENSG00000272765","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6320","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA6",4700,"ENSG00000273397","NDUFA6",4700,"ENSG00000273397","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6321","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA6",4700,"ENSG00000277365","NDUFA6",4700,"ENSG00000277365","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6322","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA6",4700,"ENSG00000281013","NDUFA6",4700,"ENSG00000281013","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6323","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA7",4701,"ENSG00000267855","NDUFA7",4701,"ENSG00000267855","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6324","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA8",4702,"ENSG00000119421","NDUFA8",4702,"ENSG00000119421","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6325","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFA9",4704,"ENSG00000139180","NDUFA9",4704,"ENSG00000139180","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6326","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFAB1",4706,"ENSG00000004779","NDUFAB1",4706,"ENSG00000004779","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6327","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFB1",4707,"ENSG00000183648","NDUFB1",4707,"ENSG00000183648","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6328","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFB2",4708,"ENSG00000090266","NDUFB2",4708,"ENSG00000090266","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6329","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFB3",4709,"ENSG00000119013","NDUFB3",4709,"ENSG00000119013","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6330","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFB4",4710,"ENSG00000065518","NDUFB4",4710,"ENSG00000065518","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6331","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFB5",4711,"ENSG00000136521","NDUFB5",4711,"ENSG00000136521","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6332","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFB6",4712,"ENSG00000165264","NDUFB6",4712,"ENSG00000165264","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6333","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFB7",4713,"ENSG00000099795","NDUFB7",4713,"ENSG00000099795","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6334","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFB8",4714,"ENSG00000166136","NDUFB8",4714,"ENSG00000166136","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6335","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFC1",4717,"ENSG00000109390","NDUFC1",4717,"ENSG00000109390","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6336","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFC2",4718,"ENSG00000151366","NDUFC2",4718,"ENSG00000151366","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6337","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFS1",4719,"ENSG00000023228","NDUFS1",4719,"ENSG00000023228","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6338","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFS1",4719,"ENSG00000283447","NDUFS1",4719,"ENSG00000283447","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6339","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFS2",4720,"ENSG00000158864","NDUFS2",4720,"ENSG00000158864","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6340","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFS3",4722,"ENSG00000213619","NDUFS3",4722,"ENSG00000213619","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6341","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFS3",4722,"ENSG00000285387","NDUFS3",4722,"ENSG00000285387","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6342","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFS4",4724,"ENSG00000164258","NDUFS4",4724,"ENSG00000164258","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6343","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFS6",4726,"ENSG00000145494","NDUFS6",4726,"ENSG00000145494","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6344","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFS7",374291,"ENSG00000115286","NDUFS7",374291,"ENSG00000115286","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6345","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFS8",4728,"ENSG00000110717","NDUFS8",4728,"ENSG00000110717","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6346","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFV1",4723,"ENSG00000167792","NDUFV1",4723,"ENSG00000167792","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6347","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NDUFV2",4729,"ENSG00000178127","NDUFV2",4729,"ENSG00000178127","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6348","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NNT",23530,"ENSG00000112992","NNT",23530,"ENSG00000112992","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6349","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","NQO2",4835,"ENSG00000124588","NQO2",4835,"ENSG00000124588","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6350","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","OAT",4942,"ENSG00000065154","OAT",4942,"ENSG00000065154","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6351","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","OGDH",4967,"ENSG00000105953","OGDH",4967,"ENSG00000105953","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6352","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","OPA1",4976,"ENSG00000198836","OPA1",4976,"ENSG00000198836","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6353","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","OXA1L",5018,"ENSG00000155463","OXA1L",5018,"ENSG00000155463","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6354","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","PDHA1",5160,"ENSG00000131828","PDHA1",5160,"ENSG00000131828","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6355","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","PDHB",5162,"ENSG00000168291","PDHB",5162,"ENSG00000168291","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6356","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","PDHX",8050,"ENSG00000110435","PDHX",8050,"ENSG00000110435","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6357","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","PDK4",5166,"ENSG00000004799","PDK4",5166,"ENSG00000004799","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6358","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","PDP1",54704,"ENSG00000164951","PDP1",54704,"ENSG00000164951","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6359","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","PHB2",11331,"ENSG00000215021","PHB2",11331,"ENSG00000215021","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6360","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","PHYH",5264,"ENSG00000107537","PHYH",5264,"ENSG00000107537","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6361","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","PMPCA",23203,"ENSG00000165688","PMPCA",23203,"ENSG00000165688","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6362","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","POLR2F",5435,"ENSG00000100142","POLR2F",5435,"ENSG00000100142","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6363","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","POR",5447,"ENSG00000127948","POR",5447,"ENSG00000127948","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6364","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","PRDX3",10935,"ENSG00000165672","PRDX3",10935,"ENSG00000165672","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6365","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","RETSAT",54884,"ENSG00000042445","RETSAT",54884,"ENSG00000042445","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6366","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","RHOT1",55288,"ENSG00000126858","RHOT1",55288,"ENSG00000126858","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6367","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","RHOT2",89941,"ENSG00000140983","RHOT2",89941,"ENSG00000140983","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6368","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","SDHA",6389,"ENSG00000073578","SDHA",6389,"ENSG00000073578","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6369","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","SDHB",6390,"ENSG00000117118","SDHB",6390,"ENSG00000117118","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6370","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","SDHC",6391,"ENSG00000143252","SDHC",6391,"ENSG00000143252","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6371","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","SDHD",6392,"ENSG00000204370","SDHD",6392,"ENSG00000204370","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
"6372","H","","HALLMARK_OXIDATIVE_PHOSPHORYLATION","SLC25A11",8402,"ENSG00000108528","SLC25A11",8402,"ENSG00000108528","M5936","26771021","","","","Genes encoding proteins involved in oxidative phosphorylation."
