"","gs_cat","gs_subcat","gs_name","gene_symbol","entrez_gene","ensembl_gene","human_gene_symbol","human_entrez_gene","human_ensembl_gene","gs_id","gs_pmid","gs_geoid","gs_exact_source","gs_url","gs_description"
"3078","H","","HALLMARK_G2M_CHECKPOINT","RAD23B",5887,"ENSG00000119318","RAD23B",5887,"ENSG00000119318","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3079","H","","HALLMARK_G2M_CHECKPOINT","RAD54L",8438,"ENSG00000085999","RAD54L",8438,"ENSG00000085999","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3080","H","","HALLMARK_G2M_CHECKPOINT","RASAL2",9462,"ENSG00000075391","RASAL2",9462,"ENSG00000075391","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3081","H","","HALLMARK_G2M_CHECKPOINT","RBL1",5933,"ENSG00000080839","RBL1",5933,"ENSG00000080839","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3082","H","","HALLMARK_G2M_CHECKPOINT","RBM14",10432,"ENSG00000239306","RBM14",10432,"ENSG00000239306","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3083","H","","HALLMARK_G2M_CHECKPOINT","RPA2",6118,"ENSG00000117748","RPA2",6118,"ENSG00000117748","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3084","H","","HALLMARK_G2M_CHECKPOINT","RPS6KA5",9252,"ENSG00000100784","RPS6KA5",9252,"ENSG00000100784","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3085","H","","HALLMARK_G2M_CHECKPOINT","SAP30",8819,"ENSG00000164105","SAP30",8819,"ENSG00000164105","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3086","H","","HALLMARK_G2M_CHECKPOINT","SFPQ",6421,"ENSG00000116560","SFPQ",6421,"ENSG00000116560","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3087","H","","HALLMARK_G2M_CHECKPOINT","SLC12A2",6558,"ENSG00000064651","SLC12A2",6558,"ENSG00000064651","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3088","H","","HALLMARK_G2M_CHECKPOINT","SLC38A1",81539,"ENSG00000111371","SLC38A1",81539,"ENSG00000111371","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3089","H","","HALLMARK_G2M_CHECKPOINT","SLC7A1",6541,"ENSG00000139514","SLC7A1",6541,"ENSG00000139514","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3090","H","","HALLMARK_G2M_CHECKPOINT","SLC7A5",8140,"ENSG00000103257","SLC7A5",8140,"ENSG00000103257","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3091","H","","HALLMARK_G2M_CHECKPOINT","SMAD3",4088,"ENSG00000166949","SMAD3",4088,"ENSG00000166949","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3092","H","","HALLMARK_G2M_CHECKPOINT","SMARCC1",6599,"ENSG00000173473","SMARCC1",6599,"ENSG00000173473","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3093","H","","HALLMARK_G2M_CHECKPOINT","SMC1A",8243,"ENSG00000072501","SMC1A",8243,"ENSG00000072501","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3094","H","","HALLMARK_G2M_CHECKPOINT","SMC2",10592,"ENSG00000136824","SMC2",10592,"ENSG00000136824","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3095","H","","HALLMARK_G2M_CHECKPOINT","SMC4",10051,"ENSG00000113810","SMC4",10051,"ENSG00000113810","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3096","H","","HALLMARK_G2M_CHECKPOINT","SNRPD1",6632,"ENSG00000167088","SNRPD1",6632,"ENSG00000167088","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3097","H","","HALLMARK_G2M_CHECKPOINT","SQLE",6713,"ENSG00000104549","SQLE",6713,"ENSG00000104549","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3098","H","","HALLMARK_G2M_CHECKPOINT","SRSF1",6426,"ENSG00000136450","SRSF1",6426,"ENSG00000136450","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3099","H","","HALLMARK_G2M_CHECKPOINT","SRSF10",10772,"ENSG00000188529","SRSF10",10772,"ENSG00000188529","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3100","H","","HALLMARK_G2M_CHECKPOINT","SRSF2",6427,"ENSG00000161547","SRSF2",6427,"ENSG00000161547","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3101","H","","HALLMARK_G2M_CHECKPOINT","SS18",6760,"ENSG00000141380","SS18",6760,"ENSG00000141380","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3102","H","","HALLMARK_G2M_CHECKPOINT","STAG1",10274,"ENSG00000118007","STAG1",10274,"ENSG00000118007","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3103","H","","HALLMARK_G2M_CHECKPOINT","STIL",6491,"ENSG00000123473","STIL",6491,"ENSG00000123473","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3104","H","","HALLMARK_G2M_CHECKPOINT","STMN1",3925,"ENSG00000117632","STMN1",3925,"ENSG00000117632","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3105","H","","HALLMARK_G2M_CHECKPOINT","SUV39H1",6839,"ENSG00000101945","SUV39H1",6839,"ENSG00000101945","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3106","H","","HALLMARK_G2M_CHECKPOINT","SYNCRIP",10492,"ENSG00000135316","SYNCRIP",10492,"ENSG00000135316","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3107","H","","HALLMARK_G2M_CHECKPOINT","TACC3",10460,"ENSG00000013810","TACC3",10460,"ENSG00000013810","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3108","H","","HALLMARK_G2M_CHECKPOINT","TENT4A",11044,"ENSG00000112941","TENT4A",11044,"ENSG00000112941","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3109","H","","HALLMARK_G2M_CHECKPOINT","TFDP1",7027,"ENSG00000198176","TFDP1",7027,"ENSG00000198176","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3110","H","","HALLMARK_G2M_CHECKPOINT","TGFB1",7040,"ENSG00000105329","TGFB1",7040,"ENSG00000105329","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3111","H","","HALLMARK_G2M_CHECKPOINT","TLE3",7090,"ENSG00000140332","TLE3",7090,"ENSG00000140332","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3112","H","","HALLMARK_G2M_CHECKPOINT","TMPO",7112,"ENSG00000120802","TMPO",7112,"ENSG00000120802","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3113","H","","HALLMARK_G2M_CHECKPOINT","TNPO2",30000,"ENSG00000105576","TNPO2",30000,"ENSG00000105576","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3114","H","","HALLMARK_G2M_CHECKPOINT","TOP1",7150,"ENSG00000198900","TOP1",7150,"ENSG00000198900","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3115","H","","HALLMARK_G2M_CHECKPOINT","TOP2A",7153,"ENSG00000131747","TOP2A",7153,"ENSG00000131747","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3116","H","","HALLMARK_G2M_CHECKPOINT","TPX2",22974,"ENSG00000088325","TPX2",22974,"ENSG00000088325","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3117","H","","HALLMARK_G2M_CHECKPOINT","TRA2B",6434,"ENSG00000136527","TRA2B",6434,"ENSG00000136527","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3118","H","","HALLMARK_G2M_CHECKPOINT","TRAIP",10293,"ENSG00000183763","TRAIP",10293,"ENSG00000183763","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3119","H","","HALLMARK_G2M_CHECKPOINT","TROAP",10024,"ENSG00000135451","TROAP",10024,"ENSG00000135451","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3120","H","","HALLMARK_G2M_CHECKPOINT","TTK",7272,"ENSG00000112742","TTK",7272,"ENSG00000112742","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3121","H","","HALLMARK_G2M_CHECKPOINT","UBE2C",11065,"ENSG00000175063","UBE2C",11065,"ENSG00000175063","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3122","H","","HALLMARK_G2M_CHECKPOINT","UBE2S",27338,"ENSG00000108106","UBE2S",27338,"ENSG00000108106","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3123","H","","HALLMARK_G2M_CHECKPOINT","UCK2",7371,"ENSG00000143179","UCK2",7371,"ENSG00000143179","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3124","H","","HALLMARK_G2M_CHECKPOINT","UPF1",5976,"ENSG00000005007","UPF1",5976,"ENSG00000005007","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3125","H","","HALLMARK_G2M_CHECKPOINT","WRN",7486,"ENSG00000165392","WRN",7486,"ENSG00000165392","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3126","H","","HALLMARK_G2M_CHECKPOINT","XPO1",7514,"ENSG00000082898","XPO1",7514,"ENSG00000082898","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3127","H","","HALLMARK_G2M_CHECKPOINT","YTHDC1",91746,"ENSG00000083896","YTHDC1",91746,"ENSG00000083896","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3128","H","","HALLMARK_G2M_CHECKPOINT","YTHDC1",91746,"ENSG00000275272","YTHDC1",91746,"ENSG00000275272","M5901","26771021","","","","Genes involved in the G2/M checkpoint, as in progression through the cell division cycle."
"3129","H","","HALLMARK_GLYCOLYSIS","ABCB6",10058,"ENSG00000115657","ABCB6",10058,"ENSG00000115657","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3130","H","","HALLMARK_GLYCOLYSIS","ADORA2B",136,"ENSG00000170425","ADORA2B",136,"ENSG00000170425","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3131","H","","HALLMARK_GLYCOLYSIS","AGL",178,"ENSG00000162688","AGL",178,"ENSG00000162688","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3132","H","","HALLMARK_GLYCOLYSIS","AGRN",375790,"ENSG00000188157","AGRN",375790,"ENSG00000188157","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3133","H","","HALLMARK_GLYCOLYSIS","AK3",50808,"ENSG00000147853","AK3",50808,"ENSG00000147853","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3134","H","","HALLMARK_GLYCOLYSIS","AK4",205,"ENSG00000162433","AK4",205,"ENSG00000162433","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3135","H","","HALLMARK_GLYCOLYSIS","AKR1A1",10327,"ENSG00000117448","AKR1A1",10327,"ENSG00000117448","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3136","H","","HALLMARK_GLYCOLYSIS","ALDH7A1",501,"ENSG00000164904","ALDH7A1",501,"ENSG00000164904","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3137","H","","HALLMARK_GLYCOLYSIS","ALDH9A1",223,"ENSG00000143149","ALDH9A1",223,"ENSG00000143149","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3138","H","","HALLMARK_GLYCOLYSIS","ALDOA",226,"ENSG00000149925","ALDOA",226,"ENSG00000149925","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3139","H","","HALLMARK_GLYCOLYSIS","ALDOB",229,"ENSG00000136872","ALDOB",229,"ENSG00000136872","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3140","H","","HALLMARK_GLYCOLYSIS","ALG1",56052,"ENSG00000033011","ALG1",56052,"ENSG00000033011","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3141","H","","HALLMARK_GLYCOLYSIS","ANG",283,"ENSG00000214274","ANG",283,"ENSG00000214274","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3142","H","","HALLMARK_GLYCOLYSIS","ANGPTL4",51129,"ENSG00000167772","ANGPTL4",51129,"ENSG00000167772","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3143","H","","HALLMARK_GLYCOLYSIS","ANKZF1",55139,"ENSG00000163516","ANKZF1",55139,"ENSG00000163516","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3144","H","","HALLMARK_GLYCOLYSIS","ARPP19",10776,"ENSG00000128989","ARPP19",10776,"ENSG00000128989","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3145","H","","HALLMARK_GLYCOLYSIS","ARTN",9048,"ENSG00000117407","ARTN",9048,"ENSG00000117407","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3146","H","","HALLMARK_GLYCOLYSIS","AURKA",6790,"ENSG00000087586","AURKA",6790,"ENSG00000087586","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3147","H","","HALLMARK_GLYCOLYSIS","B3GALT6",126792,"ENSG00000176022","B3GALT6",126792,"ENSG00000176022","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3148","H","","HALLMARK_GLYCOLYSIS","B3GAT1",27087,"ENSG00000109956","B3GAT1",27087,"ENSG00000109956","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3149","H","","HALLMARK_GLYCOLYSIS","B3GAT3",26229,"ENSG00000149541","B3GAT3",26229,"ENSG00000149541","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3150","H","","HALLMARK_GLYCOLYSIS","B3GNT3",10331,"ENSG00000179913","B3GNT3",10331,"ENSG00000179913","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3151","H","","HALLMARK_GLYCOLYSIS","B4GALT1",2683,"ENSG00000086062","B4GALT1",2683,"ENSG00000086062","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3152","H","","HALLMARK_GLYCOLYSIS","B4GALT2",8704,"ENSG00000117411","B4GALT2",8704,"ENSG00000117411","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3153","H","","HALLMARK_GLYCOLYSIS","B4GALT4",8702,"ENSG00000121578","B4GALT4",8702,"ENSG00000121578","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3154","H","","HALLMARK_GLYCOLYSIS","B4GALT7",11285,"ENSG00000027847","B4GALT7",11285,"ENSG00000027847","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3155","H","","HALLMARK_GLYCOLYSIS","BIK",638,"ENSG00000100290","BIK",638,"ENSG00000100290","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3156","H","","HALLMARK_GLYCOLYSIS","BPNT1",10380,"ENSG00000162813","BPNT1",10380,"ENSG00000162813","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3157","H","","HALLMARK_GLYCOLYSIS","CACNA1H",8912,"ENSG00000196557","CACNA1H",8912,"ENSG00000196557","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3158","H","","HALLMARK_GLYCOLYSIS","CAPN5",726,"ASMPATCHG00000001303","CAPN5",726,"ASMPATCHG00000001303","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3159","H","","HALLMARK_GLYCOLYSIS","CAPN5",726,"ENSG00000149260","CAPN5",726,"ENSG00000149260","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3160","H","","HALLMARK_GLYCOLYSIS","CAPN5",726,"ENSG00000262875","CAPN5",726,"ENSG00000262875","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3161","H","","HALLMARK_GLYCOLYSIS","CASP6",839,"ENSG00000138794","CASP6",839,"ENSG00000138794","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3162","H","","HALLMARK_GLYCOLYSIS","CD44",960,"ENSG00000026508","CD44",960,"ENSG00000026508","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3163","H","","HALLMARK_GLYCOLYSIS","CDK1",983,"ENSG00000170312","CDK1",983,"ENSG00000170312","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3164","H","","HALLMARK_GLYCOLYSIS","CENPA",1058,"ENSG00000115163","CENPA",1058,"ENSG00000115163","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3165","H","","HALLMARK_GLYCOLYSIS","CHPF",79586,"ENSG00000123989","CHPF",79586,"ENSG00000123989","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3166","H","","HALLMARK_GLYCOLYSIS","CHPF2",54480,"ENSG00000033100","CHPF2",54480,"ENSG00000033100","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3167","H","","HALLMARK_GLYCOLYSIS","CHST1",8534,"ENSG00000175264","CHST1",8534,"ENSG00000175264","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3168","H","","HALLMARK_GLYCOLYSIS","CHST12",55501,"ENSG00000136213","CHST12",55501,"ENSG00000136213","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3169","H","","HALLMARK_GLYCOLYSIS","CHST2",9435,"ENSG00000175040","CHST2",9435,"ENSG00000175040","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3170","H","","HALLMARK_GLYCOLYSIS","CHST4",10164,"ENSG00000140835","CHST4",10164,"ENSG00000140835","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3171","H","","HALLMARK_GLYCOLYSIS","CHST6",4166,"ENSG00000183196","CHST6",4166,"ENSG00000183196","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3172","H","","HALLMARK_GLYCOLYSIS","CITED2",10370,"ENSG00000164442","CITED2",10370,"ENSG00000164442","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3173","H","","HALLMARK_GLYCOLYSIS","CLDN3",1365,"ENSG00000165215","CLDN3",1365,"ENSG00000165215","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3174","H","","HALLMARK_GLYCOLYSIS","CLDN9",9080,"ENSG00000213937","CLDN9",9080,"ENSG00000213937","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3175","H","","HALLMARK_GLYCOLYSIS","CLN6",54982,"ENSG00000128973","CLN6",54982,"ENSG00000128973","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3176","H","","HALLMARK_GLYCOLYSIS","COG2",22796,"ENSG00000135775","COG2",22796,"ENSG00000135775","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3177","H","","HALLMARK_GLYCOLYSIS","COL5A1",1289,"ENSG00000130635","COL5A1",1289,"ENSG00000130635","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3178","H","","HALLMARK_GLYCOLYSIS","COPB2",9276,"ENSG00000184432","COPB2",9276,"ENSG00000184432","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3179","H","","HALLMARK_GLYCOLYSIS","CTH",1491,"ENSG00000116761","CTH",1491,"ENSG00000116761","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3180","H","","HALLMARK_GLYCOLYSIS","CXCR4",7852,"ENSG00000121966","CXCR4",7852,"ENSG00000121966","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3181","H","","HALLMARK_GLYCOLYSIS","CYB5A",1528,"ENSG00000166347","CYB5A",1528,"ENSG00000166347","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3182","H","","HALLMARK_GLYCOLYSIS","DCN",1634,"ENSG00000011465","DCN",1634,"ENSG00000011465","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3183","H","","HALLMARK_GLYCOLYSIS","DDIT4",54541,"ENSG00000168209","DDIT4",54541,"ENSG00000168209","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3184","H","","HALLMARK_GLYCOLYSIS","DEPDC1",55635,"ENSG00000024526","DEPDC1",55635,"ENSG00000024526","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3185","H","","HALLMARK_GLYCOLYSIS","DLD",1738,"ENSG00000091140","DLD",1738,"ENSG00000091140","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3186","H","","HALLMARK_GLYCOLYSIS","DPYSL4",10570,"ENSG00000151640","DPYSL4",10570,"ENSG00000151640","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3187","H","","HALLMARK_GLYCOLYSIS","DSC2",1824,"ENSG00000134755","DSC2",1824,"ENSG00000134755","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3188","H","","HALLMARK_GLYCOLYSIS","ECD",11319,"ENSG00000122882","ECD",11319,"ENSG00000122882","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3189","H","","HALLMARK_GLYCOLYSIS","EFNA3",1944,"ENSG00000143590","EFNA3",1944,"ENSG00000143590","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3190","H","","HALLMARK_GLYCOLYSIS","EGFR",1956,"ENSG00000146648","EGFR",1956,"ENSG00000146648","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3191","H","","HALLMARK_GLYCOLYSIS","EGLN3",112399,"ENSG00000129521","EGLN3",112399,"ENSG00000129521","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3192","H","","HALLMARK_GLYCOLYSIS","ELF3",1999,"ENSG00000163435","ELF3",1999,"ENSG00000163435","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3193","H","","HALLMARK_GLYCOLYSIS","ENO1",2023,"ENSG00000074800","ENO1",2023,"ENSG00000074800","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3194","H","","HALLMARK_GLYCOLYSIS","ENO2",2026,"ENSG00000111674","ENO2",2026,"ENSG00000111674","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3195","H","","HALLMARK_GLYCOLYSIS","ERO1A",30001,"ENSG00000197930","ERO1A",30001,"ENSG00000197930","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3196","H","","HALLMARK_GLYCOLYSIS","EXT1",2131,"ENSG00000182197","EXT1",2131,"ENSG00000182197","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3197","H","","HALLMARK_GLYCOLYSIS","EXT2",2132,"ENSG00000151348","EXT2",2132,"ENSG00000151348","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3198","H","","HALLMARK_GLYCOLYSIS","FAM162A",26355,"ENSG00000114023","FAM162A",26355,"ENSG00000114023","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3199","H","","HALLMARK_GLYCOLYSIS","FBP2",8789,"ENSG00000130957","FBP2",8789,"ENSG00000130957","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3200","H","","HALLMARK_GLYCOLYSIS","FKBP4",2288,"ENSG00000004478","FKBP4",2288,"ENSG00000004478","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3201","H","","HALLMARK_GLYCOLYSIS","FUT8",2530,"ENSG00000033170","FUT8",2530,"ENSG00000033170","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3202","H","","HALLMARK_GLYCOLYSIS","G6PD",2539,"ENSG00000160211","G6PD",2539,"ENSG00000160211","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3203","H","","HALLMARK_GLYCOLYSIS","GAL3ST1",9514,"ENSG00000128242","GAL3ST1",9514,"ENSG00000128242","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3204","H","","HALLMARK_GLYCOLYSIS","GALE",2582,"ENSG00000117308","GALE",2582,"ENSG00000117308","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3205","H","","HALLMARK_GLYCOLYSIS","GALK1",2584,"ENSG00000108479","GALK1",2584,"ENSG00000108479","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3206","H","","HALLMARK_GLYCOLYSIS","GALK2",2585,"ENSG00000156958","GALK2",2585,"ENSG00000156958","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3207","H","","HALLMARK_GLYCOLYSIS","GAPDHS",26330,"ENSG00000105679","GAPDHS",26330,"ENSG00000105679","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3208","H","","HALLMARK_GLYCOLYSIS","GCLC",2729,"ENSG00000001084","GCLC",2729,"ENSG00000001084","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3209","H","","HALLMARK_GLYCOLYSIS","GFPT1",2673,"ENSG00000198380","GFPT1",2673,"ENSG00000198380","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3210","H","","HALLMARK_GLYCOLYSIS","GFUS",7264,"ENSG00000104522","GFUS",7264,"ENSG00000104522","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
"3211","H","","HALLMARK_GLYCOLYSIS","GFUS",7264,"ENSG00000278243","GFUS",7264,"ENSG00000278243","M5937","26771021","","","","Genes encoding proteins involved in glycolysis and gluconeogenesis."
